5000
       driver_id  start_time  end_time        lng        lat node_idgrid_id  \
17464       0      -73.940003       40.721096        42500190               2   
16808       0      -73.871522       40.704695        42900030               3   
10678       0      -73.941478       40.787692        42434910               6   
18108       0      -73.967453       40.751845       595105581               5   
8172        0      -73.941640       40.843443        42427143              10   
11709       0      -73.920127       40.750244        42816211               6   
18570       0      -73.878712       40.721598      5118592275               3   
10585       0      -73.860725       40.756312      7762059071               7   
1966        0      -73.855719       40.878851        42777770              15   
5553        0      -73.883436       40.875421        42748950              15   
10771       0      -73.874820       40.837285      3567765906              11   
18054       0      -73.941640       40.708230        42502957               2   
12119       0      -73.996031       40.720166        42432178               1   
739         0      -73.997394       40.714111      1773066054               1   
2467        0      -73.842015       40.879872        42747097              15   
606         0      -74.010680       40.812145      6266486504               9   
1372        0      -73.970195       40.839696      3882414958               9   
8892        0      -74.081539       40.881321       300786400              12   
9545        0      -73.866421       40.879587        42747458              15   
19797       0      -73.898875       40.848812        42757539              11   
10049       0      -74.065933       40.737430       103867585               4   
3136        0      -73.976436       40.832915       103181647               9   
7021        0      -73.903805       40.846602        42740551              10   
8244        0      -73.863654       40.861279        42745615              15   
17168       0      -73.873314       40.734431       277029035               7   
695         0      -73.951324       40.741707       276317107               6   
3052        0      -73.975880       40.788935      1061531637               5   
6739        0      -74.001482       40.707087       205019740               1   
1787        0      -74.033009       40.852707       766750260              12   
9323        0      -73.893993       40.750812        42865991               7   
4832        0      -73.940347       40.830457        42439673              10   
10913       0      -74.034620       40.717150       293790120               0   
12511       0      -73.999181       40.827969       103184987               9   
3488        0      -73.888041       40.720908        42809593               3   
15531       0      -73.851152       40.844322        42743722              11   
16124       0      -73.867698       40.858836      8925900172              15   
481         0      -74.030660       40.788189       103855278               4   
3726        0      -74.029490       40.744890       103872682               4   
17384       0      -73.908441       40.845213        42734836              10   
18656       0      -74.000980       40.752075        42437693               5   
1890        0      -73.969894       40.855134        60811509              13   
8991        0      -73.848974       40.869372        42758170              15   
7862        0      -73.949185       40.726279      5051959088               2   
9812        0      -73.956801       40.807551        42440125              10   
12464       0      -73.904861       40.717588        42862011               2   
2547        0      -74.026321       40.780723       103880337               4   
7346        0      -73.992248       40.737924        42439272               5   
16970       0      -74.000709       40.733243        42433282               5   
3928        0      -74.014586       40.791193       103864952               9   
18348       0      -73.907077       40.850313      2028361251              10   
10851       0      -73.917299       40.840766        42736361              10   
19721       0      -74.051556       40.739947       103867219               4   
6591        0      -73.890635       40.718813        42862144               3   
15410       0      -73.900246       40.728795      7325641342               3   
9874        0      -73.874020       40.726545        42862208               3   
6258        0      -73.850879       40.728730        42884465               3   
18194       0      -73.956473       40.771397        42443020               6   
10921       0      -73.870045       40.746317        42819703               7   
9163        0      -73.923544       40.765606        42849240               6   
13960       0      -74.008441       40.724022      4142105811               1   
6464        0      -73.990281       40.719105        42429762               1   
14732       0      -73.934263       40.855593        42450290              14   
14511       0      -73.890847       40.738959      4501715956               7   
19182       0      -73.906475       40.883732        42739598              14   
12067       0      -73.867659       40.856638      4965762905              15   
3995        0      -74.003624       40.710952        42448469               1   
9605        0      -74.042979       40.754052       440244537               4   
1339        0      -73.922160       40.773542        42861243               6   
3096        0      -73.870903       40.830563        42760380              11   
3266        0      -73.903076       40.867710      2328996401              14   
19930       0      -73.967244       40.803605        42428770               9   
712         0      -73.966134       40.804788      1506445808               9   
222         0      -73.875840       40.728968        42858226               3   
6678        0      -73.957579       40.821732      2383895312              10   
10786       0      -73.894228       40.866533      2024871187              15   
821         0      -73.981070       40.788486        42421820               5   
14104       0      -73.932395       40.714336      1275778413               2   
15726       0      -73.901158       40.714622        42807081               3   
18278       0      -73.987773       40.700090       370870738               1   
12535       0      -74.021207       40.792481       103872878               9   
15525       0      -73.919570       40.796047      3039386649              10   
6905        0      -74.032521       40.720705      3356587334               0   
4402        0      -73.848309       40.714585        42856133               3   
1768        0      -73.918166       40.804303       471243697              10   
5444        0      -73.919680       40.847902        42761302              10   
3863        0      -73.918412       40.836440        42733751              10   
5777        0      -73.930037       40.801895      6266152785              10   
11978       0      -73.851699       40.756984       274422421               7   
2887        0      -73.941958       40.824548        42440059              10   
3311        0      -73.962387       40.702509        42488355               1   
18095       0      -73.915232       40.746246        42807836               6   
5506        0      -74.080799       40.842862       300789930               8   
1944        0      -73.911366       40.822194      2844501752              10   
9060        0      -73.960795       40.710304       486872598               2   
6242        0      -73.850640       40.855074        42775688              15   
10764       0      -73.909002       40.862701        42731023              14   
11746       0      -74.074693       40.723523       103868101               0   
12622       0      -74.004554       40.742125      4557517552               5   
6682        0      -73.891102       40.871174        42733892              15   
5271        0      -73.843524       40.713667        42870992               3   
18041       0      -73.979866       40.790618        42434161               5   
16259       0      -73.876297       40.726355        42809639               3   
7544        0      -73.986683       40.860998       103117245              13   
16807       0      -73.889037       40.749255        42816022               7   
19390       0      -73.874995       40.836771        42726852              11   
11269       0      -73.925148       40.744063      2708237395               6   
9263        0      -73.873303       40.802654      6227500215              11   
7941        0      -74.064904       40.709838       103868281               0   
12149       0      -73.886382       40.827513        42760335              11   
702         0      -73.987336       40.752908        42428268               5   
17875       0      -73.978756       40.884418       103123086              13   
11100       0      -73.852589       40.825044        42771243              11   
15473       0      -73.893249       40.700183        42847860               3   
15156       0      -73.984705       40.702351      7707712197               1   
18137       0      -73.994514       40.840971       103134579               9   
2326        0      -73.852812       40.737201       535055283               7   
14739       0      -73.851297       40.756225       274329119               7   
7379        0      -73.968516       40.853677       103205070              13   
18004       0      -73.906957       40.738605        42880484               6   
16693       0      -73.850764       40.756422       274329254               7   
16530       0      -73.906717       40.873405        42731542              14   
13659       0      -73.900634       40.856621      2025188873              15   
5246        0      -73.844421       40.869523        42739478              15   
9166        0      -73.887133       40.726142      3324555193               3   
11615       0      -73.876335       40.763252        42879004               7   
8163        0      -73.849677       40.716669        42845424               3   
18713       0      -73.907915       40.720596      4396950891               2   
4830        0      -74.077230       40.805332      2630087331               8   
18508       0      -73.882199       40.809130        42749446              11   
7845        0      -74.004215       40.789616       103881603               5   
5418        0      -73.951332       40.712401        42520582               2   
4432        0      -74.056018       40.780543      9324961208               4   
4961        0      -74.002619       40.797119       103862635               9   
9422        0      -74.001425       40.719938        42428434               1   
10124       0      -73.882451       40.749940        42816054               7   
5646        0      -74.005314       40.736611      6213204061               5   
19915       0      -73.864878       40.744762        42919242               7   
8762        0      -73.974920       40.746076        42423020               5   
19346       0      -73.910717       40.713275      5515218205               2   
18740       0      -73.943651       40.835996        42428964              10   
5707        0      -74.027572       40.744568       103867043               4   
14830       0      -74.046808       40.738470       103863724               4   
9853        0      -73.851920       40.855321        42741552              15   
7698        0      -74.054304       40.756821       300569347               4   
2229        0      -73.945475       40.710740        42535525               2   
5398        0      -74.012078       40.785196      4501150766               5   
2165        0      -73.926123       40.705668      7711304345               2   
17544       0      -74.011668       40.808009       103876410               9   
10454       0      -73.907244       40.715537        42806444               2   
10162       0      -73.985087       40.758587        42439990               5   
18312       0      -74.002304       40.745223        42443674               5   
12414       0      -73.913337       40.813611        42763165              10   
16490       0      -74.015197       40.881220       103225905              13   
11868       0      -74.016323       40.775978       103872219               5   
15596       0      -73.862789       40.849238        42745163              11   
4043        0      -74.074507       40.790312       103856877               4   
1485        0      -73.919570       40.796047      3039386649              10   
3662        0      -73.974231       40.759732        42436701               5   
193         0      -74.024373       40.868036       103247755              12   
16398       0      -73.886281       40.755463      7762112550               7   
2342        0      -73.961848       40.739467      5749889401               6   
13508       0      -73.997313       40.757103        42433644               5   
11552       0      -74.047450       40.878343       103137689              12   
6710        0      -74.067558       40.870260       103195337              12   
7315        0      -73.981898       40.762965        42440012               5   
13582       0      -73.861905       40.721067        42812181               3   
3012        0      -73.944790       40.748393        42920903               6   
14503       0      -73.910496       40.764001        42833012               6   
9493        0      -73.882535       40.834728      7053193069              11   
17702       0      -73.887833       40.825946        42761356              11   
6709        0      -73.981759       40.740728        42429896               5   
17035       0      -73.997925       40.812401       103196804               9   
1095        0      -73.971946       40.859262      7298101931              13   
13457       0      -73.904053       40.711004        42902909               2   
8391        0      -73.931273       40.797632        42443826              10   
11477       0      -74.024358       40.776419       103855313               4   
1114        0      -73.899075       40.812753        42753420              11   
19145       0      -74.059960       40.801521       103861837               8   
15744       0      -74.023044       40.871946       103132898              12   
4342        0      -74.026254       40.771859       103880831               4   
16648       0      -73.973291       40.792768        42428705               9   
1406        0      -73.852454       40.734450        42923468               7   
8956        0      -74.074976       40.737117      1455663106               4   
2066        0      -73.861996       40.854392        42746147              15   
4566        0      -74.082476       40.711898       103868524               0   
8257        0      -74.001268       40.787342       103873654               5   
15762       0      -73.889651       40.747445        42827831               7   
18913       0      -74.025967       40.849513       103212690               8   
7030        0      -74.051843       40.727516       103875895               0   
4224        0      -74.039609       40.751283       440244526               4   
19542       0      -73.990351       40.731281        42430872               5   
9517        0      -73.871501       40.731102        42860149               7   
3641        0      -73.986835       40.737941        42438849               5   
2534        0      -74.038377       40.720450       103863436               0   
1852        0      -73.976975       40.839303       103230930               9   
3757        0      -73.894597       40.866066      2024871213              15   
10949       0      -73.986224       40.829016       103238622               9   
11516       0      -73.921889       40.852583      8450694767              14   
11335       0      -74.050231       40.844710       103194972               8   
13117       0      -73.959370       40.743748      6633383602               6   
2959        0      -73.915656       40.827898        42742409              10   
15555       0      -74.056069       40.881123       103134216              12   
19969       0      -73.887800       40.816376      6841904877              11   
13862       0      -73.905593       40.720109        42862084               2   
9090        0      -73.951175       40.800133      3099326117              10   
11966       0      -73.890497       40.700416        42905073               3   
349         0      -73.877634       40.721622      5118592274               3   
15380       0      -73.950132       40.727944        42513154               2   
16717       0      -73.915397       40.772288        42818209               6   
1060        0      -74.023607       40.880013       103235829              12   
18685       0      -73.862923       40.752253        42906255               7   
885         0      -73.848062       40.853239        42767856              15   
16488       0      -73.895084       40.736905        42910163               7   
4273        0      -73.926423       40.710296        42516151               2   
18086       0      -74.038231       40.738742       103878618               4   
4667        0      -73.924871       40.799741       277481572              10   
15039       0      -73.947441       40.817760        42439590              10   
4527        0      -73.914148       40.849975        42720029              10   
1501        0      -73.905892       40.870542        42719566              14   
6366        0      -73.845441       40.828868        42728326              11   
5673        0      -73.886056       40.838393        42746566              11   
14892       0      -73.972135       40.753931        42449954               5   
10190       0      -74.065469       40.722061       103882986               0   
8781        0      -73.999684       40.738552        42439823               5   
4989        0      -74.011291       40.725184       246889572               1   
7391        0      -74.070666       40.876826       103186988              12   
11747       0      -74.025687       40.774721       103877175               4   
9783        0      -73.948208       40.803930        42453226              10   
14083       0      -73.892146       40.698815        42785783               3   
13442       0      -73.981261       40.847214       103290258               9   
19352       0      -73.888029       40.749356        42816026               7   
4262        0      -74.005854       40.725691      4616536351               1   
3810        0      -73.911473       40.758689        42856588               6   
13737       0      -73.896947       40.761965       106138528               7   
2177        0      -73.933936       40.742871        42860580               6   
10691       0      -73.961044       40.728119        42498312               2   
15986       0      -73.937645       40.812752      7541804761              10   
15224       0      -73.874231       40.762903        42912233               7   
10082       0      -73.900521       40.845123        42740492              11   
7120        0      -74.005639       40.807608       103880569               9   
10088       0      -73.915383       40.883072      1545521259              14   
16314       0      -73.843930       40.751908       276019077               7   
17968       0      -74.000722       40.735926        42432201               5   
7795        0      -74.048768       40.877148       103184099              12   
3970        0      -74.027016       40.862555       103301097              12   
778         0      -73.991742       40.806174      5482328533               9   
15835       0      -74.058671       40.738347       103855319               4   
10928       0      -73.897281       40.776759        42851736               7   
8022        0      -73.938364       40.840487        42455238              10   
2146        0      -73.898369       40.700518        42899565               3   
8692        0      -73.909868       40.822538        42748196              10   
5346        0      -74.022275       40.882689       103125792              13   
13727       0      -73.870571       40.723895      5118592263               3   
17267       0      -73.974320       40.745781        42454495               5   
4171        0      -73.867265       40.879825        42763572              15   
977         0      -74.033913       40.847743       103224210               8   
2604        0      -73.884695       40.738356       276314980               7   
18977       0      -73.846232       40.717875        42816350               3   
13852       0      -73.938260       40.745066        42833283               6   
10920       0      -74.033052       40.786344       103884637               4   
12638       0      -73.928922       40.814896        42741445              10   
3332        0      -73.843823       40.709336      7744129774               3   
9948        0      -73.989478       40.717894        42432102               1   
11425       0      -73.960692       40.765612        42437445               6   
10276       0      -74.081675       40.875595       103238412              12   
1064        0      -74.066356       40.812259      2321294550               8   
2734        0      -74.038197       40.863477       103149610              12   
11849       0      -73.971310       40.866844       103220032              13   
16552       0      -74.017019       40.882701       103249407              13   
2866        0      -74.007243       40.809627       103872930               9   
11556       0      -73.994347       40.797046       103861843               9   
2995        0      -73.916122       40.878571        42733316              14   
16805       0      -73.918014       40.746568        42833561               6   
1557        0      -73.902906       40.835927        42762954              10   
15691       0      -73.900003       40.852517        42753924              15   
2796        0      -73.877687       40.705432        42839186               3   
5086        0      -74.004618       40.811136       103858392               9   
13844       0      -73.909460       40.847393        42749880              10   
9833        0      -73.976198       40.847972       103174587               9   
1977        0      -73.995622       40.824161       688321030               9   
8173        0      -74.033386       40.748253      5581610394               4   
14775       0      -74.006801       40.735732        42436142               5   
6453        0      -73.852847       40.697557      2757013562               3   
721         0      -73.885681       40.738541       276314906               7   
19647       0      -74.067288       40.737866       103859246               4   
8168        0      -73.853316       40.703100        42848697               3   
6973        0      -73.846024       40.709693        42843797               3   
3971        0      -73.908555       40.737930        42825371               6   
4152        0      -73.938320       40.712537        42474056               2   
19361       0      -73.924560       40.714036      5330321649               2   
19778       0      -73.886070       40.772903      6517112877               7   
16360       0      -74.072327       40.853689       701019738              12   
16380       0      -73.936770       40.802397        42450083              10   
9879        0      -73.894541       40.748676        42815991               7   
5999        0      -73.992800       40.702244      4625676872               1   
13805       0      -73.969679       40.856034       103115840              13   
6312        0      -73.957769       40.866332       103157821              14   
14862       0      -73.887103       40.768489      6358414626               7   
9866        0      -73.912137       40.705440        42876052               2   
10078       0      -73.916470       40.812311        42761050              10   
12810       0      -74.024807       40.775847       103877177               4   
9684        0      -73.939860       40.803701        42452330              10   
11965       0      -74.042859       40.862048       103275239              12   
19091       0      -73.998727       40.824455       103115365               9   
13309       0      -74.036536       40.721034       295609030               0   
6769        0      -73.889949       40.749162        42816019               7   
5402        0      -74.074875       40.860873       103239128              12   
78          0      -73.984806       40.700566        42519833               1   
16896       0      -73.914640       40.803116        42747203              10   
6301        0      -73.906223       40.849474      2028361252              10   
2170        0      -73.976052       40.789008        42428678               5   
1880        0      -73.929092       40.800810       371225132              10   
15230       0      -73.882841       40.811637        42737436              11   
3151        0      -73.898952       40.736991        42875602               7   
17441       0      -73.987665       40.728604        42434142               1   
6006        0      -74.013259       40.708742        42436184               1   
18548       0      -73.872106       40.766447        42818430               7   
5785        0      -74.021504       40.799808       103855243               9   
17621       0      -74.061602       40.796462       294995953               8   
4579        0      -73.978292       40.842688       103143808               9   
19472       0      -73.953442       40.724873        42494578               2   
9432        0      -73.930988       40.795844        42439514              10   
2963        0      -74.053270       40.799748       103869409               8   
17585       0      -73.948462       40.878953       103106482              14   
7627        0      -73.969282       40.803648      5004570651               9   
1057        0      -74.022275       40.882689       103125792              13   
3866        0      -74.071746       40.715389       103870132               0   
12787       0      -74.029185       40.735903       103862736               4   
18777       0      -74.047785       40.848742       103270713               8   
13057       0      -74.016701       40.704819      4207802391               1   
17124       0      -73.994994       40.808245       103112575               9   
1639        0      -73.966569       40.789124        42435317               5   
4284        0      -74.022913       40.768702       752194388               4   
6025        0      -73.948181       40.703915        42499136               2   
17055       0      -73.853699       40.869461        42763237              15   
13222       0      -73.880310       40.731492        42848460               7   
9916        0      -74.015877       40.778920       440243663               5   
11736       0      -73.872596       40.824953        60653814              11   
17462       0      -74.012419       40.877843      4469441052              13   
6844        0      -73.856134       40.811421        42738831              11   
2716        0      -73.871325       40.757035      7762094064               7   
7516        0      -73.935747       40.736770      9179114938               6   
1986        0      -74.030279       40.872543       103215967              12   
3345        0      -74.029882       40.756454       477534236               4   
12158       0      -73.925654       40.731091      5978376417               6   
9374        0      -74.002465       40.841545       103224073               9   
1488        0      -73.995295       40.825631      7529710514               9   
9888        0      -74.045894       40.733526       103881778               4   
15818       0      -73.924051       40.739837      4215943289               6   
16256       0      -73.953637       40.775293        42439406               6   
15514       0      -73.849574       40.816634        42745797              11   
17105       0      -73.920107       40.842082        42751864              10   
17059       0      -73.870173       40.766648        42818437               7   
8146        0      -73.894433       40.865984      2024876341              15   
2875        0      -73.951979       40.827079        42434264              10   
8095        0      -73.871681       40.863117        42726881              15   
15591       0      -73.887789       40.847618        42750067              11   
19482       0      -73.953957       40.729503        42535489               2   
12316       0      -73.999425       40.744010      5849918502               5   
6488        0      -73.906899       40.734232        42806994               6   
5653        0      -74.002355       40.873640       103093323              13   
5512        0      -73.970364       40.849621       103205050               9   
8675        0      -73.868473       40.704607        42810237               3   
4174        0      -73.895827       40.771414        42915904               7   
604         0      -74.081350       40.845887       103140034               8   
2639        0      -73.918584       40.833873      2408393071              10   
10956       0      -73.865195       40.879172        42769094              15   
14460       0      -73.965142       40.775044        42454679               5   
8604        0      -73.861703       40.734534      3324555219               7   
8748        0      -73.958521       40.875997       103174773              14   
10789       0      -73.863040       40.850611        42741478              11   
4077        0      -73.953674       40.880727       103187018              14   
10656       0      -73.931997       40.805472      5959765085              10   
5852        0      -73.948721       40.791569        42436614              10   
11993       0      -73.857519       40.832619        42741926              11   
12616       0      -73.889090       40.755168      7762112532               7   
446         0      -74.013212       40.793012       103864416               9   
11563       0      -73.946400       40.731425      2422186264               6   
12592       0      -74.071669       40.736973       103865049               4   
16635       0      -73.868504       40.763260        42811330               7   
9657        0      -73.960002       40.739083      6633355338               6   
794         0      -73.931528       40.740706        42880290               6   
6788        0      -73.895568       40.748052      1934649977               7   
2538        0      -73.998481       40.745293        42435624               5   
11637       0      -74.079976       40.860185       103214027              12   
13438       0      -73.945268       40.774252        42451766               6   
7880        0      -73.926908       40.757382        42927001               6   
13372       0      -73.974073       40.869632       103171664              13   
18074       0      -73.850071       40.720763      3324555398               3   
9620        0      -73.879591       40.867728        42737772              15   
18294       0      -73.862934       40.854409        42745174              15   
2797        0      -73.952854       40.714064        42476485               2   
13203       0      -73.892953       40.710343       461054926               3   
12695       0      -73.885520       40.830347       596400280              11   
3575        0      -73.950798       40.876217       103195284              14   
19429       0      -73.900323       40.754041        42847895               7   
13331       0      -73.977337       40.745392        42445382               5   
870         0      -73.962081       40.713269        42520409               2   
9132        0      -73.989243       40.752895        42439960               5   
10470       0      -73.853316       40.703100        42848697               3   
11228       0      -73.854222       40.711998        42900086               3   
10188       0      -73.996277       40.858652       103215846              13   
16729       0      -73.917240       40.770832        42849703               6   
13327       0      -73.943202       40.707335        42467828               2   
2532        0      -73.936799       40.759873        42825868               6   
12644       0      -73.941125       40.799301        42447201              10   
3789        0      -73.981550       40.743883      8482948064               5   
5063        0      -73.941518       40.707493        42502953               2   
10790       0      -73.877430       40.707192        42895941               3   
10847       0      -73.845155       40.815783      4589379307              11   
10421       0      -74.044933       40.878162      8109980801              12   
1176        0      -74.066690       40.789849       103869520               4   
13752       0      -73.841571       40.701109      2547440226               3   
12764       0      -73.997975       40.722669        42442255               1   
4818        0      -73.885031       40.753706        42823953               7   
7103        0      -73.859938       40.829247        42731566              11   
9614        0      -73.981157       40.696801       598043800               1   
16261       0      -73.853738       40.877462        42739022              15   
2125        0      -74.064969       40.739356      4100099289               4   
10265       0      -74.028057       40.779793       103862811               4   
14823       0      -73.968542       40.839025      3882399215               9   
7511        0      -74.033733       40.768088       103877107               4   
15447       0      -74.020421       40.783430       103866603               5   
8799        0      -73.896457       40.747000        42876584               7   
17480       0      -74.072804       40.856042       103175345              12   
8820        0      -73.967657       40.710764      4207788769               1   
7289        0      -73.955994       40.714102        42480120               2   
1801        0      -74.073200       40.737393       103876989               4   
11040       0      -73.861218       40.729930       277630082               3   
8749        0      -73.923319       40.798499      6159356499              10   
586         0      -73.982122       40.783030        42431015               5   
1841        0      -73.981426       40.781058        42428643               5   
15847       0      -73.916892       40.841347        42736356              10   
13188       0      -73.995998       40.840814       103190909               9   
4936        0      -73.859198       40.841849      5334655545              11   
4101        0      -74.069298       40.764621      2016801430               4   
3380        0      -73.922821       40.843082      2907939269              10   
14728       0      -73.971957       40.728032       589100791               1   
6420        0      -73.883746       40.746570        42884844               7   
8343        0      -73.848983       40.866348      3828033230              15   
5468        0      -73.924506       40.756261        42926395               6   
19632       0      -74.021544       40.784960       103855266               5   
7982        0      -73.936654       40.819756      3099326126              10   
14716       0      -73.973291       40.792768        42428705               9   

       remaining_time matched_order_id  total_idle_time  \
5222                0             None                0   
1551                0             None                0   
14196               0             None                0   
12283               0             None                0   
2615                0             None                0   
5927                0             None                0   
4726                0             None                0   
17475               0             None                0   
18971               0             None                0   
950                 0             None                0   
18151               0             None                0   
4756                0             None                0   
1586                0             None                0   
15904               0             None                0   
1600                0             None                0   
6876                0             None                0   
381                 0             None                0   
4469                0             None                0   
15521               0             None                0   
6202                0             None                0   
18429               0             None                0   
14939               0             None                0   
10535               0             None                0   
13154               0             None                0   
6287                0             None                0   
13393               0             None                0   
8347                0             None                0   
2994                0             None                0   
5422                0             None                0   
6328                0             None                0   
2599                0             None                0   
17887               0             None                0   
8254                0             None                0   
1388                0             None                0   
19640               0             None                0   
11403               0             None                0   
1635                0             None                0   
7572                0             None                0   
573                 0             None                0   
18697               0             None                0   
14885               0             None                0   
12491               0             None                0   
13867               0             None                0   
19725               0             None                0   
19729               0             None                0   
12946               0             None                0   
12833               0             None                0   
3093                0             None                0   
18647               0             None                0   
1                   0             None                0   
5116                0             None                0   
14241               0             None                0   
14230               0             None                0   
12056               0             None                0   
4189                0             None                0   
6430                0             None                0   
10333               0             None                0   
6476                0             None                0   
7131                0             None                0   
589                 0             None                0   
14578               0             None                0   
16786               0             None                0   
2700                0             None                0   
19090               0             None                0   
15120               0             None                0   
10427               0             None                0   
11698               0             None                0   
19654               0             None                0   
7154                0             None                0   
1489                0             None                0   
8099                0             None                0   
8741                0             None                0   
8752                0             None                0   
3207                0             None                0   
3016                0             None                0   
9907                0             None                0   
1528                0             None                0   
18749               0             None                0   
6921                0             None                0   
5206                0             None                0   
3135                0             None                0   
2003                0             None                0   
12002               0             None                0   
4338                0             None                0   
10593               0             None                0   
14675               0             None                0   
18598               0             None                0   
17566               0             None                0   
14915               0             None                0   
11308               0             None                0   
13835               0             None                0   
18579               0             None                0   
11086               0             None                0   
10423               0             None                0   
4992                0             None                0   
15333               0             None                0   
8814                0             None                0   
15351               0             None                0   
18032               0             None                0   
9958                0             None                0   
8065                0             None                0   
5762                0             None                0   
13635               0             None                0   
19093               0             None                0   
17249               0             None                0   
14205               0             None                0   
7404                0             None                0   
17232               0             None                0   
12267               0             None                0   
15775               0             None                0   
6694                0             None                0   
8166                0             None                0   
3184                0             None                0   
10004               0             None                0   
7957                0             None                0   
9449                0             None                0   
19463               0             None                0   
2478                0             None                0   
12524               0             None                0   
17971               0             None                0   
11137               0             None                0   
18802               0             None                0   
4028                0             None                0   
880                 0             None                0   
8203                0             None                0   
3593                0             None                0   
13492               0             None                0   
3191                0             None                0   
4541                0             None                0   
12565               0             None                0   
10516               0             None                0   
5532                0             None                0   
463                 0             None                0   
4491                0             None                0   
3904                0             None                0   
9540                0             None                0   
2002                0             None                0   
17691               0             None                0   
13470               0             None                0   
4515                0             None                0   
11464               0             None                0   
16077               0             None                0   
17004               0             None                0   
